ukprn,he_provider,year,country,students
10007151,The University of Lincoln,2021/2022,total_european_union,190
10036456,Academy of Live Technology Ltd,2021/2022,total_european_union,0
10003956,Liverpool Hope University,2021/2022,total_european_union,155
10003957,Liverpool John Moores University,2021/2022,total_european_union,420
10003945,The Liverpool Institute for Performing Arts,2021/2022,total_european_union,55
10006842,The University of Liverpool,2021/2022,total_european_union,825
10003958,Liverpool School of Tropical Medicine,2021/2022,total_european_union,25
10007162,"University of the Arts, London",2021/2022,total_european_union,0
10007769,London Business School,2021/2022,total_european_union,335
10007797,University of London (Institutes and activities),2021/2022,total_european_union,85
10039082,City and Guilds of London Art School,2021/2022,total_european_union,15
10004036,London Film School Limited,2021/2022,total_european_union,50
10015506,The London College,2021/2022,total_european_union,5
10004048,London Metropolitan University,2021/2022,total_european_union,585
10004078,London South Bank University,2021/2022,total_european_union,545
10004063,London School of Economics and Political Science,2021/2022,total_european_union,0
10007771,London School of Hygiene and Tropical Medicine,2021/2022,total_european_union,80
10004075,London School of Theology,2021/2022,total_european_union,15
10004079,London Studio Centre,2021/2022,total_european_union,35
10062810,The London School of Architecture,2021/2022,total_european_union,5
10008289,The London Institute of Banking & Finance,2021/2022,total_european_union,10
10004035,The Film Education Training Trust Limited,2021/2022,total_european_union,40
10067623,The London Interdisciplinary School Ltd,2021/2022,total_european_union,0
10004113,Loughborough University,2021/2022,total_european_union,730
10009612,Luther King House Educational Trust,2021/2022,total_european_union,0
10004180,The Manchester Metropolitan University,2021/2022,total_european_union,575
10007798,The University of Manchester,2021/2022,total_european_union,0
10009527,Istituto Marangoni Limited,2021/2022,total_european_union,250
10023452,The Markfield Institute of Higher Education,2021/2022,total_european_union,0
10020416,Missio Dei,2021/2022,total_european_union,5
10030776,St Mellitus College,2021/2022,total_european_union,0
10004320,The Metanoia Institute,2021/2022,total_european_union,5
10004351,Middlesex University,2021/2022,total_european_union,0
10032277,The Minster Centre,2021/2022,total_european_union,0
10049370,MLA College,2021/2022,total_european_union,0
10004450,Mountview Academy of Theatre Arts,2021/2022,total_european_union,30
10023454,Moorlands College,2021/2022,total_european_union,5
10000216,All Nations Christian College,2021/2022,total_european_union,15
10004538,Nazarene Theological College,2021/2022,total_european_union,0
10023456,Newbold College,2021/2022,total_european_union,20
10007799,Newcastle University,2021/2022,total_european_union,0
10048199,Northeastern University London,2021/2022,total_european_union,95
10008397,Norland College,2021/2022,total_european_union,10
10007138,The University of Northampton,2021/2022,total_european_union,255
10001282,University of Northumbria at Newcastle,2021/2022,total_european_union,0
10004775,Norwich University of the Arts,2021/2022,total_european_union,65
10007154,University of Nottingham,2021/2022,total_european_union,980
10004797,The Nottingham Trent University,2021/2022,total_european_union,0
10007773,The Open University,2021/2022,total_european_union,225
10004930,Oxford Brookes University,2021/2022,total_european_union,865
10007774,The University of Oxford,2021/2022,total_european_union,0
10066143,Paris Dauphine International,2021/2022,total_european_union,175
10005127,Arts University Plymouth,2021/2022,total_european_union,20
10007801,University of Plymouth,2021/2022,total_european_union,495
10019178,Point Blank Music School,2021/2022,total_european_union,85
10007155,The University of Portsmouth,2021/2022,total_european_union,0
10083476,The Prince's Foundation,2021/2022,total_european_union,0
10005337,"Queen Margaret University, Edinburgh",2021/2022,total_european_union,785
10007775,Queen Mary University of London,2021/2022,total_european_union,0
10009292,Royal Academy of Dramatic Art,2021/2022,total_european_union,15
10005544,Royal Academy of Dance,2021/2022,total_european_union,10
10005389,Ravensbourne University London,2021/2022,total_european_union,160
10005470,"Richmond, The American International University in London",2021/2022,total_european_union,120
10007802,The University of Reading,2021/2022,total_european_union,920
10086591,Regent's University London Limited,2021/2022,total_european_union,350
10021100,Regents Theological College,2021/2022,total_european_union,0
10062833,Raindance Educational Services Limited,2021/2022,total_european_union,5
10008455,Regent College London,2021/2022,total_european_union,0
10005500,Robert Gordon University,2021/2022,total_european_union,860
10007776,Roehampton University,2021/2022,total_european_union,385
10005523,Rose Bruford College of Theatre and Performance,2021/2022,total_european_union,55
10007835,Royal Academy of Music,2021/2022,total_european_union,130
10005545,Royal Agricultural University,2021/2022,total_european_union,40
10007777,Royal College of Art,2021/2022,total_european_union,235
10007778,Royal College of Music,2021/2022,total_european_union,200
10005561,Royal Conservatoire of Scotland,2021/2022,total_european_union,140
10007816,The Royal Central School of Speech and Drama,2021/2022,total_european_union,75
10005553,Royal Holloway and Bedford New College,2021/2022,total_european_union,645
10007837,Royal Northern College of Music,2021/2022,total_european_union,70
10007779,The Royal Veterinary College,2021/2022,total_european_union,90
10007803,The University of St. Andrews,2021/2022,total_european_union,985
10007839,SAE Education Limited,2021/2022,total_european_union,30
10007782,"St George's, University of London",2021/2022,total_european_union,65
10008026,St Mary's University College,2021/2022,total_european_union,40
10007843,"St Mary's University, Twickenham",2021/2022,total_european_union,295
10007156,The University of Salford,2021/2022,total_european_union,395
10007780,SOAS University of London,2021/2022,total_european_union,530
10005700,SRUC,2021/2022,total_european_union,20
10005790,Sheffield Hallam University,2021/2022,total_european_union,345
10007157,The University of Sheffield,2021/2022,total_european_union,0
10006022,Solent University,2021/2022,total_european_union,0
10007158,The University of Southampton,2021/2022,total_european_union,0
10006093,Spurgeon's College,2021/2022,total_european_union,5
10006299,Staffordshire University,2021/2022,total_european_union,165
10008098,Study Group,2021/2022,total_european_union,15
10007804,The University of Stirling,2021/2022,total_european_union,0
10037449,University of St Mark and St John,2021/2022,total_european_union,15
10008010,Stranmillis University College,2021/2022,total_european_union,20
10007805,The University of Strathclyde,2021/2022,total_european_union,870
10014001,University of Suffolk,2021/2022,total_european_union,0
10007159,The University of Sunderland,2021/2022,total_european_union,710
10007160,The University of Surrey,2021/2022,total_european_union,950
10007806,The University of Sussex,2021/2022,total_european_union,0
10007855,Swansea University,2021/2022,total_european_union,825
10083403,The Engineering and Design Institute London,2021/2022,total_european_union,0
10007161,Teesside University,2021/2022,total_european_union,170
10008017,Trinity Laban Conservatoire of Music and Dance,2021/2022,total_european_union,190
10007858,University of Wales Trinity Saint David,2021/2022,total_european_union,270
10068157,University Centre Peterborough,2021/2022,total_european_union,5
10007114,University of the Highlands and Islands,2021/2022,total_european_union,195
10007807,Ulster University,2021/2022,total_european_union,0
10039956,The University of Law,2021/2022,total_european_union,300
10007784,University College London,2021/2022,total_european_union,0
10007793,University of South Wales,2021/2022,total_european_union,660
10007163,The University of Warwick,2021/2022,total_european_union,0
10007361,Waverley Abbey College,2021/2022,total_european_union,5
10007164,"University of the West of England, Bristol",2021/2022,total_european_union,970
10007800,The University of the West of Scotland,2021/2022,total_european_union,390
10032288,West Dean College,2021/2022,total_european_union,10
10006566,The University of West London,2021/2022,total_european_union,0
10007165,The University of Westminster,2021/2022,total_european_union,0
10003614,The University of Winchester,2021/2022,total_european_union,120
10007166,The University of Wolverhampton,2021/2022,total_european_union,140
10007139,University of Worcester,2021/2022,total_european_union,330
10007833,Wrexham University,2021/2022,total_european_union,325
10007657,Writtle University College,2021/2022,total_european_union,30
10007713,York St John University,2021/2022,total_european_union,85
10007167,The University of York,2021/2022,total_european_union,660
,Total,2021/2022,total_european_union,0
10008071,AA School of Architecture,2021/2022,total,910
10007783,The University of Aberdeen,2021/2022,total,0
10007849,Abertay University,2021/2022,total,600
10007856,Aberystwyth University,2021/2022,total,0
10067853,ACM Guildford Limited,2021/2022,total,40
10000163,AECC University College,2021/2022,total,320
10032036,Amity Global Education,2021/2022,total,5
10000291,Anglia Ruskin University,2021/2022,total,0
10005451,Arden University,2021/2022,total,70
10000381,Arts Educational Schools,2021/2022,total,45
10008899,The Ashridge (Bonar Law Memorial) Trust,2021/2022,total,60
10003212,Hult International Business School Ltd,2021/2022,total,0
10007759,Aston University,2021/2022,total,0
10007857,Bangor University,2021/2022,total,0
10000571,Bath Spa University,2021/2022,total,550
10007850,The University of Bath,2021/2022,total,0
10007152,University of Bedfordshire,2021/2022,total,0
10005343,Queen's University Belfast,2021/2022,total,0
10037544,BIMM University,2021/2022,total,780
10007760,Birkbeck College,2021/2022,total,0
10007140,Birmingham City University,2021/2022,total,0
10006840,The University of Birmingham,2021/2022,total,0
10000712,University College Birmingham,2021/2022,total,0
10007832,Birmingham Newman University,2021/2022,total,15
10000894,Bristol Baptist College,2021/2022,total,5
10007811,Bishop Grosseteste University,2021/2022,total,55
10004061,Bloomsbury Institute,2021/2022,total,315
10006841,The University of Bolton,2021/2022,total,0
10000385,The Arts University Bournemouth,2021/2022,total,580
10000824,Bournemouth University,2021/2022,total,0
10031982,BPP University,2021/2022,total,0
10007785,The University of Bradford,2021/2022,total,0
10000886,The University of Brighton,2021/2022,total,0
10000936,The University College of Osteopathy,2021/2022,total,45
10007786,The University of Bristol,2021/2022,total,0
10023464,Trinity College Bristol,2021/2022,total,10
10000961,Brunel University London,2021/2022,total,0
10000975,Buckinghamshire New University,2021/2022,total,0
10007787,The University of Buckingham,2021/2022,total,0
10010308,Cambridge Arts and Sciences Limited,2021/2022,total,70
10007788,The University of Cambridge,2021/2022,total,0
10032072,The Cambridge Theological Federation,2021/2022,total,5
10003324,The Institute of Cancer Research,2021/2022,total,40
10001143,Canterbury Christ Church University,2021/2022,total,795
10007814,Cardiff University,2021/2022,total,0
10007854,Cardiff Metropolitan University,2021/2022,total,0
10057213,CEG UFP Limited,2021/2022,total,795
10007141,The University of Central Lancashire,2021/2022,total,0
10024024,Central Film School London,2021/2022,total,25
10007848,University of Chester,2021/2022,total,0
10007137,The University of Chichester,2021/2022,total,250
10001546,The College of Integrated Chinese Medicine,2021/2022,total,5
10001478,"City, University of London",2021/2022,total,0
10007912,Cliff College,2021/2022,total,0
10066502,The College of Health Ltd,2021/2022,total,55
10001653,Conservatoire for Dance and Drama,2021/2022,total,345
10081618,The Council of the Inns of Court,2021/2022,total,5
10007761,Courtauld Institute of Art,2021/2022,total,220
10001726,Coventry University,2021/2022,total,0
